timestamp,mfrid,prodid,sensorid,flags,switch,voltage,freq,reactive,real,apparent,current,temperature
1592438660.594094,4,1,4424,01111000,None,236,49.8515625,-65,72,None,None,None
1592438666.9104254,4,1,1507,01111000,None,236,49.80078125,-6,6,None,None,None
1592438670.62072,4,1,4424,01111000,None,235,49.8515625,-65,72,None,None,None
1592438676.8367012,4,1,1507,01111000,None,236,49.8515625,-6,6,None,None,None
1592438680.5472195,4,1,4424,01111000,None,236,49.8515625,-65,72,None,None,None
1592438686.8636818,4,1,1507,01111000,None,236,49.80078125,-6,6,None,None,None
1592438690.5742114,4,1,4424,01111000,None,236,49.80078125,-65,72,None,None,None
1592438696.7901757,4,1,1507,01111000,None,236,49.80078125,-6,6,None,None,None
1592438700.5004494,4,1,4424,01111000,None,236,49.8515625,-65,72,None,None,None
1592438706.8166835,4,1,1507,01111000,None,236,49.80078125,-6,6,None,None,None
1592438710.5270114,4,1,4424,01111000,None,235,49.8515625,-65,72,None,None,None
1592438716.7430212,4,1,1507,01111000,None,236,49.80078125,-6,6,None,None,None
1592438720.4532938,4,1,4424,01111000,None,235,49.8515625,-65,72,None,None,None
1592438726.6694932,4,1,1507,01111000,None,236,49.80078125,-6,6,None,None,None
1592438730.3798234,4,1,4424,01111000,None,235,49.8515625,-65,72,None,None,None
1592438736.6959534,4,1,1507,01111000,None,236,49.8515625,-6,6,None,None,None
1592438740.4068277,4,1,4424,01111000,None,235,49.8515625,-65,72,None,None,None
1592438746.622973,4,1,1507,01111000,None,236,49.80078125,-6,6,None,None,None
1592438750.3333693,4,1,4424,01111000,None,235,49.80078125,-65,72,None,None,None
1592438756.5494912,4,1,1507,01111000,None,236,49.80078125,-6,6,None,None,None
1592438766.5806274,4,1,1507,01111000,None,236,49.8515625,-6,6,None,None,None
1592438770.2909248,4,1,4424,01111000,None,235,49.8515625,-64,72,None,None,None
1592438776.506856,4,1,1507,01111000,None,236,49.80078125,-6,6,None,None,None
1592438780.3174186,4,1,4424,01111000,None,235,49.8515625,-65,72,None,None,None
1592438786.5334547,4,1,1507,01111000,None,236,49.80078125,-6,6,None,None,None
1592438790.243712,4,1,4424,01111000,None,235,49.8515625,-65,73,None,None,None
1592438796.4596465,4,1,1507,01111000,None,236,49.80078125,-6,7,None,None,None
1592438800.1701238,4,1,4424,01111000,None,235,49.8515625,-65,72,None,None,None
1592438806.3871865,4,1,1507,01111000,None,236,49.8515625,-6,6,None,None,None
1592438810.1978185,4,1,4424,01111000,None,235,49.8515625,-64,72,None,None,None
1592438816.4138308,4,1,1507,01111000,None,236,49.80078125,-6,6,None,None,None
1592438820.1241605,4,1,4424,01111000,None,235,49.80078125,-65,73,None,None,None
1592438826.3401663,4,1,1507,01111000,None,236,49.80078125,-6,6,None,None,None
1592438830.150712,4,1,4424,01111000,None,235,49.80078125,-64,72,None,None,None
1592438836.2665155,4,1,1507,01111000,None,236,49.8515625,-6,6,None,None,None
1592438840.0770442,4,1,4424,01111000,None,235,49.8515625,-65,72,None,None,None
1592438846.2930834,4,1,1507,01111000,None,236,49.80078125,-6,6,None,None,None
1592438850.003337,4,1,4424,01111000,None,235,49.8515625,-64,72,None,None,None
1592438856.2194622,4,1,1507,01111000,None,236,49.80078125,-6,6,None,None,None
1592438860.030012,4,1,4424,01111000,None,235,49.80078125,-64,72,None,None,None
1592438866.2462366,4,1,1507,01111000,None,236,49.8515625,-6,6,None,None,None
1592438869.9564722,4,1,4424,01111000,None,235,49.8515625,-64,72,None,None,None
1592438876.17241,4,1,1507,01111000,None,235,49.80078125,-6,6,None,None,None
1592438879.9830112,4,1,4424,01111000,None,235,49.80078125,-65,72,None,None,None
1592438886.0986984,4,1,1507,01111000,None,236,49.80078125,-6,6,None,None,None
1592438889.90926,4,1,4424,01111000,None,235,49.8515625,-64,72,None,None,None
1592438896.1253467,4,1,1507,01111000,None,235,49.80078125,-6,6,None,None,None
1592438899.9359856,4,1,4424,01111000,None,235,49.8515625,-64,72,None,None,None
1592438906.051931,4,1,1507,01111000,None,235,49.8515625,-6,6,None,None,None
1592438909.86253,4,1,4424,01111000,None,235,49.80078125,-64,72,None,None,None
1592438916.0785933,4,1,1507,01111000,None,235,49.80078125,-6,6,None,None,None
1592438919.789087,4,1,4424,01111000,None,235,49.80078125,-64,72,None,None,None
1592438926.0051506,4,1,1507,01111000,None,236,49.80078125,-6,6,None,None,None
1592438929.8157005,4,1,4424,01111000,None,235,49.8515625,-65,72,None,None,None
1592438935.9315813,4,1,1507,01111000,None,236,49.80078125,-6,6,None,None,None
1592438939.742516,4,1,4424,01111000,None,235,49.80078125,-65,73,None,None,None
1592438945.9586215,4,1,1507,01111000,None,236,49.80078125,-6,6,None,None,None
1592438949.7692175,4,1,4424,01111000,None,235,49.8515625,-65,72,None,None,None
1592438955.884956,4,1,1507,01111000,None,236,49.8515625,-6,6,None,None,None
1592438959.6955352,4,1,4424,01111000,None,235,49.8515625,-65,72,None,None,None
1592438965.811362,4,1,1507,01111000,None,236,49.80078125,-6,6,None,None,None
1592438969.6218987,4,1,4424,01111000,None,235,49.80078125,-65,72,None,None,None
1592438975.83801,4,1,1507,01111000,None,236,49.8515625,-6,6,None,None,None
1592438979.648507,4,1,4424,01111000,None,235,49.8515625,-64,72,None,None,None
1592438985.7642574,4,1,1507,01111000,None,236,49.80078125,-6,6,None,None,None
1592438989.5748656,4,1,4424,01111000,None,235,49.80078125,-65,72,None,None,None
1592438995.7911017,4,1,1507,01111000,None,236,49.80078125,-6,6,None,None,None
1592438999.6015563,4,1,4424,01111000,None,235,49.8515625,-64,72,None,None,None
1592439005.717347,4,1,1507,01111000,None,236,49.80078125,-6,7,None,None,None
1592439009.5279205,4,1,4424,01111000,None,235,49.80078125,-65,72,None,None,None
1592439015.6437,4,1,1507,01111000,None,236,49.80078125,-6,6,None,None,None
1592439019.554425,4,1,4424,01111000,None,235,49.8515625,-64,72,None,None,None
1592439025.6703143,4,1,1507,01111000,None,236,49.80078125,-6,6,None,None,None
1592439029.4808645,4,1,4424,01111000,None,235,49.80078125,-65,72,None,None,None
1592439035.5966227,4,1,1507,01111000,None,236,49.80078125,-6,6,None,None,None
1592439039.4072058,4,1,4424,01111000,None,235,49.8515625,-64,72,None,None,None
1592439045.6234457,4,1,1507,01111000,None,236,49.8515625,-6,6,None,None,None
1592439049.4340875,4,1,4424,01111000,None,235,49.80078125,-65,72,None,None,None
1592439055.549831,4,1,1507,01111000,None,236,49.80078125,-6,6,None,None,None
1592439059.3604321,4,1,4424,01111000,None,235,49.80078125,-64,72,None,None,None
1592439065.476347,4,1,1507,01111000,None,236,49.80078125,-6,6,None,None,None
1592439069.3874042,4,1,4424,01111000,None,235,49.8515625,-64,72,None,None,None
1592439075.50322,4,1,1507,01111000,None,236,49.80078125,-6,6,None,None,None
1592439079.3137403,4,1,4424,01111000,None,235,49.80078125,-65,72,None,None,None
1592439085.429698,4,1,1507,01111000,None,236,49.80078125,-6,6,None,None,None
1592439089.2403946,4,1,4424,01111000,None,235,49.8515625,-64,72,None,None,None
1592439095.3562398,4,1,1507,01111000,None,236,49.8515625,-6,6,None,None,None
1592439099.2670774,4,1,4424,01111000,None,235,49.80078125,-64,72,None,None,None
1592439105.3830564,4,1,1507,01111000,None,236,49.80078125,-6,6,None,None,None
1592439109.1935532,4,1,4424,01111000,None,235,49.8515625,-64,72,None,None,None
1592439115.3093398,4,1,1507,01111000,None,236,49.80078125,-6,7,None,None,None
1592439119.220071,4,1,4424,01111000,None,235,49.80078125,-64,72,None,None,None
1592439125.335932,4,1,1507,01111000,None,236,49.80078125,-6,6,None,None,None
1592439129.146617,4,1,4424,01111000,None,235,49.8515625,-64,72,None,None,None
1592439135.262375,4,1,1507,01111000,None,236,49.8515625,-6,6,None,None,None
1592439139.1776779,4,1,4424,01111000,None,235,49.8515625,-64,72,None,None,None
1592439145.1932192,4,1,1507,01111000,None,236,49.80078125,-6,6,None,None,None
1592439149.1040428,4,1,4424,01111000,None,235,49.8515625,-64,72,None,None,None
1592439155.21972,4,1,1507,01111000,None,236,49.80078125,-6,6,None,None,None
1592439159.0304596,4,1,4424,01111000,None,235,49.80078125,-64,72,None,None,None
1592439165.1464822,4,1,1507,01111000,None,236,49.8515625,-6,6,None,None,None
1592439169.057271,4,1,4424,01111000,None,235,49.8515625,-64,72,None,None,None
1592439175.1730268,4,1,1507,01111000,None,236,49.80078125,-6,6,None,None,None
1592439178.983617,4,1,4424,01111000,None,235,49.8515625,-64,72,None,None,None
1592439185.0994673,4,1,1507,01111000,None,236,49.80078125,-6,6,None,None,None
1592439189.010258,4,1,4424,01111000,None,235,49.80078125,-64,72,None,None,None
1592439195.0258446,4,1,1507,01111000,None,236,49.8515625,-6,6,None,None,None
1592439198.9366672,4,1,4424,01111000,None,235,49.8515625,-64,72,None,None,None
1592439205.052605,4,1,1507,01111000,None,235,49.80078125,-6,6,None,None,None
1592439208.963388,4,1,4424,01111000,None,235,49.8515625,-64,72,None,None,None
1592439214.978985,4,1,1507,01111000,None,235,49.8515625,-6,6,None,None,None
1592439218.8897548,4,1,4424,01111000,None,235,49.8515625,-64,72,None,None,None
1592439225.005579,4,1,1507,01111000,None,235,49.80078125,-6,6,None,None,None
1592439228.8161223,4,1,4424,01111000,None,235,49.80078125,-64,72,None,None,None
1592439238.8407247,4,1,4424,01111000,None,235,49.8515625,-64,72,None,None,None
1592439244.8562522,4,1,1507,01111000,None,235,49.80078125,-6,6,None,None,None
1592439248.7712133,4,1,4424,01111000,None,235,49.8515625,-64,73,None,None,None
1592439254.8870392,4,1,1507,01111000,None,235,49.80078125,-6,6,None,None,None
1592439258.7978709,4,1,4424,01111000,None,235,49.8515625,-64,72,None,None,None
1592439264.8138552,4,1,1507,01111000,None,236,49.8515625,-6,7,None,None,None
1592439268.7248251,4,1,4424,01111000,None,235,49.80078125,-64,72,None,None,None
1592439274.840762,4,1,1507,01111000,None,236,49.80078125,-6,7,None,None,None
1592439278.7516742,4,1,4424,01111000,None,235,49.8515625,-64,72,None,None,None
1592439284.7673676,4,1,1507,01111000,None,236,49.80078125,-6,6,None,None,None
1592439288.6781204,4,1,4424,01111000,None,235,49.8515625,-64,72,None,None,None
1592439294.6936762,4,1,1507,01111000,None,236,49.8515625,-6,6,None,None,None
1592439298.704761,4,1,4424,01111000,None,235,49.8515625,-64,72,None,None,None
1592439304.720268,4,1,1507,01111000,None,236,49.80078125,-6,6,None,None,None
1592439308.6311362,4,1,4424,01111000,None,235,49.80078125,-64,72,None,None,None
1592439314.6467671,4,1,1507,01111000,None,236,49.80078125,-6,6,None,None,None
1592439318.557585,4,1,4424,01111000,None,235,49.8515625,-64,72,None,None,None
1592439324.6733868,4,1,1507,01111000,None,236,49.80078125,-6,6,None,None,None
1592439328.5841465,4,1,4424,01111000,None,235,49.80078125,-64,72,None,None,None
1592439334.5997012,4,1,1507,01111000,None,236,49.8515625,-6,6,None,None,None
1592439338.5105731,4,1,4424,01111000,None,235,49.8515625,-64,72,None,None,None
1592439344.5261436,4,1,1507,01111000,None,236,49.80078125,-6,6,None,None,None
1592439348.5376205,4,1,4424,01111000,None,235,49.8515625,-64,72,None,None,None
1592439354.5532305,4,1,1507,01111000,None,236,49.80078125,-6,6,None,None,None
1592439358.4640436,4,1,4424,01111000,None,235,49.80078125,-64,72,None,None,None
1592439364.4795966,4,1,1507,01111000,None,236,49.80078125,-6,6,None,None,None
1592439368.4905617,4,1,4424,01111000,None,235,49.8515625,-64,72,None,None,None
1592439374.506081,4,1,1507,01111000,None,236,49.80078125,-6,6,None,None,None
1592439378.416833,4,1,4424,01111000,None,235,49.80078125,-64,72,None,None,None
1592439384.4323387,4,1,1507,01111000,None,236,49.80078125,-6,6,None,None,None
1592439388.3432653,4,1,4424,01111000,None,235,49.8515625,-64,72,None,None,None
1592439394.3589728,4,1,1507,01111000,None,236,49.8515625,-6,6,None,None,None
1592439398.3701625,4,1,4424,01111000,None,235,49.80078125,-64,72,None,None,None
1592439404.3858066,4,1,1507,01111000,None,236,49.80078125,-6,6,None,None,None
1592439408.2966871,4,1,4424,01111000,None,235,49.8515625,-64,72,None,None,None
1592439414.3124194,4,1,1507,01111000,None,236,49.80078125,-6,6,None,None,None
1592439418.3234875,4,1,4424,01111000,None,235,49.8515625,-64,72,None,None,None
1592439424.339267,4,1,1507,01111000,None,235,49.80078125,-6,7,None,None,None
1592439428.2501864,4,1,4424,01111000,None,235,49.80078125,-64,72,None,None,None
1592439434.2657695,4,1,1507,01111000,None,235,49.8515625,-6,6,None,None,None
1592439438.2768087,4,1,4424,01111000,None,235,49.80078125,-64,72,None,None,None
1592439444.1921961,4,1,1507,01111000,None,235,49.80078125,-6,6,None,None,None
1592439448.2033036,4,1,4424,01111000,None,235,49.8515625,-64,72,None,None,None
1592439454.2187405,4,1,1507,01111000,None,235,49.80078125,-6,6,None,None,None
1592439458.229801,4,1,4424,01111000,None,235,49.80078125,-64,72,None,None,None
1592439464.1451485,4,1,1507,01111000,None,235,49.80078125,-6,6,None,None,None
1592439468.156155,4,1,4424,01111000,None,235,49.8515625,-64,72,None,None,None
1592439474.1718857,4,1,1507,01111000,None,235,49.80078125,-6,6,None,None,None
1592439478.082807,4,1,4424,01111000,None,235,49.80078125,-64,72,None,None,None
1592439484.098496,4,1,1507,01111000,None,235,49.80078125,-6,7,None,None,None
1592439488.1095736,4,1,4424,01111000,None,235,49.8515625,-64,72,None,None,None
1592439494.0249064,4,1,1507,01111000,None,236,49.75,-6,6,None,None,None
1592439498.035921,4,1,4424,01111000,None,235,49.80078125,-64,72,None,None,None
1592439504.0511272,4,1,1507,01111000,None,236,49.80078125,-6,6,None,None,None
1592439508.06222,4,1,4424,01111000,None,235,49.8515625,-64,72,None,None,None
1592439513.977483,4,1,1507,01111000,None,235,49.80078125,-6,6,None,None,None
1592439517.9880807,4,1,4424,01111000,None,235,49.80078125,-64,72,None,None,None
1592439523.9035366,4,1,1507,01111000,None,236,49.80078125,-6,6,None,None,None
1592439528.014767,4,1,4424,01111000,None,235,49.80078125,-64,72,None,None,None
1592439533.9300885,4,1,1507,01111000,None,235,49.80078125,-6,6,None,None,None
1592439537.9411943,4,1,4424,01111000,None,235,49.8515625,-64,73,None,None,None
1592439543.8566134,4,1,1507,01111000,None,235,49.80078125,-6,7,None,None,None
1592439547.8679416,4,1,4424,01111000,None,235,49.80078125,-64,72,None,None,None
1592439553.8835456,4,1,1507,01111000,None,235,49.80078125,-6,6,None,None,None
1592439557.8945675,4,1,4424,01111000,None,235,49.8515625,-64,72,None,None,None
1592439563.8097675,4,1,1507,01111000,None,235,49.75,-6,6,None,None,None
1592439567.8204446,4,1,4424,01111000,None,235,49.8515625,-64,72,None,None,None
1592439573.7357574,4,1,1507,01111000,None,235,49.80078125,-6,6,None,None,None
1592439577.8511355,4,1,4424,01111000,None,235,49.80078125,-64,72,None,None,None
1592439583.7664697,4,1,1507,01111000,None,235,49.80078125,-6,6,None,None,None
1592439587.7775447,4,1,4424,01111000,None,235,49.80078125,-63,72,None,None,None
1592439593.6929486,4,1,1507,01111000,None,236,49.80078125,-6,6,None,None,None
1592439597.80432,4,1,4424,01111000,None,235,49.80078125,-64,72,None,None,None
1592439603.6194818,4,1,1507,01111000,None,236,49.80078125,-6,6,None,None,None
1592439607.7307584,4,1,4424,01111000,None,235,49.80078125,-64,72,None,None,None
1592439613.6460323,4,1,1507,01111000,None,236,49.80078125,-6,6,None,None,None
1592439617.6570659,4,1,4424,01111000,None,235,49.8515625,-64,72,None,None,None
1592439623.5725534,4,1,1507,01111000,None,236,49.75,-6,6,None,None,None
1592439627.6838093,4,1,4424,01111000,None,235,49.75,-64,72,None,None,None
1592439633.5992117,4,1,1507,01111000,None,236,49.80078125,-6,6,None,None,None
1592439637.6102815,4,1,4424,01111000,None,235,49.80078125,-64,72,None,None,None
1592439643.5256941,4,1,1507,01111000,None,236,49.75,-6,6,None,None,None
1592439647.6369712,4,1,4424,01111000,None,235,49.80078125,-64,72,None,None,None
1592439653.4519322,4,1,1507,01111000,None,236,49.80078125,-6,6,None,None,None
